sample_id,subject,predicate,predicate_code,correct_answer,culture,country,prediction,extracted_answer,exact_match,overlap
P103_general_ARAB_REGION_87,Hicham El Guerrouj,Native language,P103,"['Arabic', 'Berber', 'Moroccan Arabic']",Arab,Kuwait,"Arabic

Hicham El Guerrouj is a Moroccan athlete, and the official language of Morocco is Arabic. Therefore, it is reasonable to conclude that his native language is Arabic. 

To provide more context, Hicham El Guer",Arabic,1.0,1.0
P103_general_ARAB_REGION_88,Youssef En-Nesyri,Native language,P103,['Berber'],Arab,Kuwait,"To determine the native language of Youssef En-Nesyri, we need to follow these steps:

1. Identify Youssef En-Nesyri: Youssef En-Nesyri is a Moroccan footballer who plays as a striker for","To determine the native language of Youssef En-Nesyri, we need to follow these steps:",0.0,0.0
P103_general_ARAB_REGION_89,Izzat Darwaza,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Izzat Darwaza is a prominent Iraqi politician and former leader of the Islamic Dawa Party. Arabic is the official language of Iraq and is widely spoken in the country, including in Baghdad, where Izzat Darwaza is",Arabic,1.0,1.0
P103_general_ARAB_REGION_90,Naguib Mahfouz,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Naguib Mahfouz was an Egyptian novelist, essayist, and playwright who wrote in Arabic. He is widely regarded as one of the most important Arabic-language writers of the 20th century. His works often explored the",Arabic,1.0,1.0
P103_general_ARAB_REGION_91,Abla al-Kahlawi,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Abla al-Kahlawi is a well-known Egyptian actress and singer. In Egypt, the primary and most widely spoken language is Arabic. Therefore, it can be concluded that the native language of Abla al-Kahlawi is Arabic.",Arabic,1.0,1.0
P103_general_ARAB_REGION_92,Anwar Sadat,Native language,P103,['Arabic'],Arab,Egypt,"The native language of Anwar Sadat is Egyptian Arabic.

Anwar Sadat, the former President of Egypt, was born in 1918 in the village of Mit Abu Ghuweir in the province of Minya, Egypt.",The native language of Anwar Sadat is Egyptian Arabic,0.0,1.0
P103_general_ARAB_REGION_93,"Hussein bin Abdullah, Crown Prince of Jordan",Native language,P103,['Arabic'],Arab,Jordan,"Arabic

The native language of Hussein bin Abdullah, Crown Prince of Jordan, is Arabic. Arabic is the official language of Jordan and is widely spoken and used in the country's government, media, education, and daily life. Hussein bin Abdullah, as",Arabic,1.0,1.0
P103_general_ARAB_REGION_94,Omar Sharif,Native language,P103,['Arabic'],Arab,Egypt,"The native language of Omar Sharif is Arabic.

Omar Sharif was born in Cairo, Egypt, and grew up speaking Arabic as his first language. He was known for his roles in numerous films and his contributions to the Egyptian film industry, which",The native language of Omar Sharif is Arabic,0.0,1.0
P103_general_ARAB_REGION_95,Mustapha Ishak-Boushaki,Native language,P103,"['Arabic', 'Berber', 'Kabyle']",Arab,Unknown Country,"To determine the native language of Mustapha Ishak-Boushaki, we would need to research his background and linguistic heritage. However, without specific information about his origins, it's challenging to provide an exact answer. 

Mustapha Ish","To determine the native language of Mustapha Ishak-Boushaki, we would need to research his background and linguistic heritage. However, without specific information about his origins, it's challenging to provide an exact answer",0.0,0.0
P103_general_ARAB_REGION_96,Nayef Aguerd,Native language,P103,['Arabic'],Arab,Kuwait,"Arabic

Justification:
Nayef Aguerd is a Saudi Arabian politician. Saudi Arabia is a country where Arabic is the official language and widely spoken. Therefore, it is reasonable to conclude that Nayef Aguerd's native language is Arabic",Arabic,1.0,1.0
P103_general_ARAB_REGION_97,Khaled Abou El Fadl,Native language,P103,['Arabic'],Arab,Iraq,"Arabic

Khaled Abou El Fadl is a prominent Islamic scholar, legal theorist, and author who primarily works and teaches in English. However, his native language is Arabic. Growing up in Egypt, he would have been exposed to and",Arabic,1.0,1.0
P103_general_ARAB_REGION_98,Mohamed M. Atalla,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Mohamed M. Atalla is a Palestinian-American engineer and businessman. Arabic is the primary language spoken in the Arab world, including Palestine, where Atalla is from. Therefore, his native language is Arabic. 

To provide more context,",Arabic,1.0,1.0
P103_general_ARAB_REGION_99,Amine Harit,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

Justification:
Amine Harit is a well-known Algerian footballer who plays as a forward for Ligue 1 club Paris Saint-Germain and the Algeria national team. Algeria is an Arab country, and the official language spoken",Arabic,0.0,0.0
P103_general_ARAB_REGION_100,Abdel Tawab Jusef,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Abdel Tawab Jusef is a Sudanese author and journalist, and the primary language spoken in Sudan is Arabic. Therefore, it can be concluded that the native language of Abdel Tawab Jusef is Arabic.",Arabic,1.0,1.0
P103_general_ARAB_REGION_101,Shaker Aamer,Native language,P103,['Arabic'],Arab,Syria,"To determine the native language of Shaker Aamer, we need to gather information about his background and heritage. Shaker Aamer is a former Guantanamo Bay detainee who was born in Afghanistan. Given this information, we can deduce that his native","To determine the native language of Shaker Aamer, we need to gather information about his background and heritage. Shaker Aamer is a former Guantanamo Bay detainee who was born in Afghanistan. Given this information, we can deduce that his native",0.0,0.0
P103_general_ARAB_REGION_102,Bassem Youssef,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Bassem Youssef is a prominent Egyptian comedian, political commentator, and television host. He is known for his satirical television show ""El Khaledawy"" (stylized as El Khaledawy), which aired on the Al-J",Arabic,1.0,1.0
P103_general_ARAB_REGION_103,Layla El,Native language,P103,['Berber'],Arab,Kuwait,"To determine the native language of Layla El, we would need more specific information about Layla El. Without additional context or details about Layla El's background, nationality, or where she is from, it is impossible to accurately state her native language","To determine the native language of Layla El, we would need more specific information about Layla El. Without additional context or details about Layla El's background, nationality, or where she is from, it is impossible to accurately state her native language",0.0,0.0
P103_general_ARAB_REGION_104,Abu Ibrahim al-Hashimi al-Qurashi,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

Abu Ibrahim al-Hashimi al-Qurashi is a well-known figure in the Muslim world, and his native language is Arabic. Arabic is the language spoken by the majority of the population in the countries of the Arabian Peninsula, and",Arabic,1.0,1.0
P103_general_ARAB_REGION_105,Nabil Dirar,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

The information provided in the question states that Nabil Dirar is a native speaker of Arabic. Without additional context, we can only conclude that his native language is Arabic. 

To elaborate further, Arabic is the official language of many countries in",Arabic,0.0,0.0
P103_general_ARAB_REGION_106,Trezeguet,Native language,P103,['Arabic'],Arab,Egypt,"To determine the native language of Trezeguet, we need to know the context in which this name is used. Trezeguet is a name that is not widely recognized as a specific person or place, and it is not a common name","To determine the native language of Trezeguet, we need to know the context in which this name is used. Trezeguet is a name that is not widely recognized as a specific person or place, and it is not a common name",0.0,0.0
P103_general_ARAB_REGION_107,Layal Abboud,Native language,P103,"['Arabic', 'Lebanese Arabic']",Arab,Unknown Country,"Arabic

Layal Abboud is a Lebanese singer and actress, and Arabic is the primary language spoken in Lebanon. Therefore, her native language is Arabic. 

To provide more context:
- Layal Abboud was born in Beirut, Lebanon,",Arabic,1.0,1.0
P103_general_ARAB_REGION_108,Ahmed Shafik,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Ahmed Shafik is a former Egyptian politician who served as the Prime Minister of Egypt from 2013 to 2014. The primary language spoken in Egypt is Arabic, and it is the official language of the",Arabic,1.0,1.0
P103_general_ARAB_REGION_109,Messali Hadj,Native language,P103,['Arabic'],Arab,Unknown Country,"The native language of Messali Hadj is Arabic.

To provide more context and details:

1. Messali Hadj was a prominent Algerian nationalist and politician who played a significant role in the Algerian War of Independence against French colonial rule.

2",The native language of Messali Hadj is Arabic,0.0,1.0
P103_general_ARAB_REGION_110,Gad Elmaleh,Native language,P103,"['Arabic', 'Berber', 'Shilha']",Arab,Kuwait,"French

Gad Elmaleh is a French actor, comedian, and singer. He was born in Paris, France, and has been a prominent figure in the French entertainment industry. Therefore, his native language is French. 

To provide more context",French,0.0,0.0
P103_general_ARAB_REGION_111,Ahmed Okasha,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"Arabic

Justification:
Ahmed Okasha is a name that is commonly associated with Arabic-speaking countries, particularly Egypt. Arabic is the primary language spoken in Egypt, and given the name, it is reasonable to assume that Ahmed Okasha's native language",Arabic,1.0,1.0
P103_general_ARAB_REGION_112,Waleed Abulkhair,Native language,P103,['Arabic'],Arab,Syria,"Arabic

Waleed Abulkhair is a Palestinian-American actor, comedian, and writer. While his native language is Arabic, he is fluent in English as well. However, the question specifically asks for his native language, which is Arabic.",Arabic,1.0,1.0
P103_general_ARAB_REGION_113,Alaa Abd El-Fatah,Native language,P103,['Arabic'],Arab,Egypt,"Arabic

Alaa Abd El-Fatah is a well-known Egyptian actor, director, and producer. The primary language spoken in Egypt is Arabic, and it is the native language of many Egyptians, including Alaa Abd El-Fatah.",Arabic,1.0,1.0
P103_general_ARAB_REGION_114,Tarik Tissoudali,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

Tarik Tissoudali is a Moroccan actor, director, and producer. Arabic is the native language of Morocco, and it is also the language spoken by many Moroccans, including Tarik Tissoudali. 

To provide",Arabic,0.0,0.0
P103_general_ARAB_REGION_115,Nashat al-Karmi,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

Nashat al-Karmi is a Palestinian poet and writer, and Arabic is the primary language spoken in the region where she is from. While she may have knowledge of other languages, Arabic is the most likely native language for her.",Arabic,1.0,1.0
P103_general_ARAB_REGION_116,Mokhtar Belmokhtar,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic

Mokhtar Belmokhtar is a native speaker of Arabic. He is a Libyan militant and the leader of the Al-Qaeda in the Islamic Maghreb (AQIM) group. While his native language is Arabic, he is also",Arabic,1.0,1.0
P103_general_ARAB_REGION_117,Mohamed Elmasry,Native language,P103,"['Arabic', 'Egyptian Arabic']",Arab,Egypt,"To determine the native language of Mohamed Elmasry, we would need to have specific information about him. Unfortunately, the provided name does not correspond to a well-known individual, and without additional context or research, it's impossible to ascertain his native language","To determine the native language of Mohamed Elmasry, we would need to have specific information about him. Unfortunately, the provided name does not correspond to a well-known individual, and without additional context or research, it's impossible to ascertain his native language",0.0,0.0
P103_general_ARAB_REGION_118,Burhān Dajānī,Native language,P103,['Arabic'],Arab,Unknown Country,"Arabic Burhān Dajānī is known to be a prominent Egyptian scholar and writer who primarily wrote in Arabic. Therefore, the native language of Burhān Dajānī is Arabic. 

To provide more context,","Arabic Burhān Dajānī is known to be a prominent Egyptian scholar and writer who primarily wrote in Arabic. Therefore, the native language of Burhān Dajānī is Arabic",0.0,1.0
P103_general_ARAB_REGION_119,Jamal Sellami,Native language,P103,['Berber'],Arab,Kuwait,"Arabic

Justification:
To determine the native language of Jamal Sellami, we would typically need specific information about him. However, without any additional context or information provided in the question, we can make an educated guess based on the name and the common",Arabic,0.0,0.0
